location,sample date,Dissolved oxygen,Water temperature
Decha,15-Apr-16,10.9,10.4
Chai,15-Apr-16,9.57,14.2
Chai,15-Apr-16,9.74,14
Chai,15-Apr-16,9.47,14.2
Achara,16-Apr-16,9.9,13
Somchair,24-Apr-16,9.07,13.8
Busarakhan,24-Apr-16,7.37,17.3
Boonsri,28-Apr-16,8.6,15
Boonsri,28-Apr-16,8.5,15
Boonsri,28-Apr-16,8.8,15
Kohsoom,29-Apr-16,7.6,16
Chai,12-May-16,8.81,16.9
Chai,12-May-16,9.06,16.8
Chai,12-May-16,8.93,16.8
Achara,13-May-16,8.7,18
Kannika,13-May-16,8.73,16.1
Kannika,13-May-16,8.68,15.8
Kannika,13-May-16,8.87,16
Sakda,13-May-16,8.05,16
Sakda,13-May-16,8.16,16
Sakda,13-May-16,8.1,16
Somchair,14-May-16,9.42,16.8
Busarakhan,14-May-16,8.64,17.2
Tansanee,14-May-16,7.74,14
Decha,19-May-16,8,18.7
Chai,20-May-16,8.8,17.6
Chai,20-May-16,8.57,17.4
Chai,20-May-16,8.55,17.3
Somchair,22-May-16,8.05,19
Busarakhan,26-May-16,7.31,22
Boonsri,28-May-16,8,19.5
Boonsri,28-May-16,7.9,19.5
Boonsri,28-May-16,7.7,29.5
Kohsoom,28-May-16,5.8,23
Chai,03-Jun-16,7.77,18.8
Chai,03-Jun-16,7.9,18.7
Chai,03-Jun-16,7.68,18.8
Kannika,03-Jun-16,7.32,20
Kannika,03-Jun-16,7.26,19.9
Kannika,03-Jun-16,7.18,20
Achara,11-Jun-16,10.2,26
Sakda,11-Jun-16,6.83,21.8
Sakda,11-Jun-16,6.92,21.7
Sakda,11-Jun-16,6.89,21.8
Tansanee,13-Jun-16,6.14,27
Boonsri,16-Jun-16,6.1,21
Boonsri,16-Jun-16,6.2,21
Boonsri,16-Jun-16,7,21
Somchair,16-Jun-16,7.96,22.9
Busarakhan,16-Jun-16,8.33,22.6
Decha,19-Jun-16,9,23.2
Kohsoom,19-Jun-16,6.39,19
Chai,23-Jun-16,7.72,21.3
Chai,23-Jun-16,7.65,21.2
Chai,23-Jun-16,7.74,21.3
Somchair,26-Jun-16,6.46,22.3
Busarakhan,26-Jun-16,3.93,23.4
Kannika,01-Jul-16,7.88,23
Kannika,01-Jul-16,8.04,22.9
Kannika,01-Jul-16,7.92,23
Chai,02-Jul-16,10.6,23.9
Chai,02-Jul-16,11.89,23.9
Chai,02-Jul-16,11.55,24
Sakda,08-Jul-16,7.17,25
Sakda,08-Jul-16,7.22,25
Sakda,08-Jul-16,7.18,25
Chai,10-Jul-16,9.08,25.4
Chai,10-Jul-16,9.78,25.4
Somchair,14-Jul-16,7.3,25.2
Busarakhan,14-Jul-16,7.84,24.5
Achara,16-Jul-16,8.2,26
Tansanee,16-Jul-16,4.87,26
Decha,17-Jul-16,8.1,24.7
Chai,17-Jul-16,7.7,23.1
Chai,17-Jul-16,8.45,23.2
Chai,17-Jul-16,8.87,23.2
Somchair,20-Jul-16,7.91,24
Busarakhan,20-Jul-16,7.01,23.8
Boonsri,21-Jul-16,7.5,25.5
Boonsri,21-Jul-16,7.7,25
Boonsri,21-Jul-16,7.4,25.5
Kohsoom,23-Jul-16,5.7,26
Busarakhan,24-Jul-16,6.85,26.2
Chai,05-Aug-16,7.13,27.5
Chai,05-Aug-16,7.51,27.3
Chai,05-Aug-16,7.07,27.6
Kannika,07-Aug-16,5.7,26.2
Kannika,07-Aug-16,5.5,26.5
Kannika,07-Aug-16,5.49,26.4
Somchair,11-Aug-16,7.94,26
Busarakhan,11-Aug-16,7.04,26.2
Tansanee,12-Aug-16,5.54,34
Somchair,19-Aug-16,9.82,21
Busarakhan,19-Aug-16,3.18,22
Decha,19-Aug-16,9.4,22.3
Sakda,19-Aug-16,6.34,25.9
Sakda,19-Aug-16,6.22,25.8
Sakda,19-Aug-16,6.26,26
Achara,20-Aug-16,7.9,23
Boonsri,21-Aug-16,8.1,23
Boonsri,21-Aug-16,7.9,23
Boonsri,21-Aug-16,8.2,23
Chai,21-Aug-16,7.65,24.4
Chai,21-Aug-16,7.51,24.3
Chai,21-Aug-16,7.49,24.5
Kohsoom,21-Aug-16,5.5,25
Chai,03-Sep-16,8.17,23.1
Chai,03-Sep-16,8.08,23
Chai,03-Sep-16,7.79,23.2
Sakda,03-Sep-16,6.9,23.8
Sakda,03-Sep-16,6.76,23.4
Sakda,03-Sep-16,6.9,23.6
Tansanee,04-Sep-16,4.59,21
Somchair,09-Sep-16,8.9,21
Busarakhan,09-Sep-16,7.87,24.5
Achara,16-Sep-16,8,21
Chai,16-Sep-16,8.12,20.7
Chai,16-Sep-16,8.08,20.5
Chai,16-Sep-16,8,20.7
Kannika,16-Sep-16,8.8,21.5
Kannika,16-Sep-16,8.72,21.5
Kannika,16-Sep-16,8.75,21.5
Somchair,17-Sep-16,9.17,19.1
Busarakhan,17-Sep-16,8.27,21
Boonsri,22-Sep-16,7.4,18
Boonsri,22-Sep-16,7.1,18
Boonsri,22-Sep-16,6.9,18
Kohsoom,22-Sep-16,5.2,22
Somchair,24-Sep-16,9.51,18
Busarakhan,24-Sep-16,7.5,17.1
Chai,25-Sep-16,8.77,17.5
Chai,25-Sep-16,8.81,17.2
Chai,25-Sep-16,8.62,17.4
Sakda,01-Oct-16,8.11,17.1
Sakda,01-Oct-16,8.16,17.1
Sakda,01-Oct-16,8.01,17.2
Kannika,02-Oct-16,8.47,16.7
Kannika,02-Oct-16,8.46,16.7
Kannika,02-Oct-16,8.37,16.7
Chai,08-Oct-16,9.4,15.8
Chai,08-Oct-16,9.15,15.8
Chai,08-Oct-16,9.25,15.8
Decha,14-Oct-16,9.1,16.5
Somchair,15-Oct-16,9.3,15.3
Busarakhan,15-Oct-16,8.41,15.4
Boonsri,20-Oct-16,8.5,16
Boonsri,20-Oct-16,8.2,16
Boonsri,20-Oct-16,8.3,16
Chai,20-Oct-16,9.08,16.1
Chai,20-Oct-16,9.04,16
Chai,20-Oct-16,9.02,16
Tansanee,21-Oct-16,9,20
Kohsoom,21-Oct-16,6.2,16
Achara,22-Oct-16,8.8,15
Somchair,27-Oct-16,9.34,12.5
Busarakhan,27-Oct-16,7.25,11.5
Sakda,04-Nov-16,10.21,11
Sakda,04-Nov-16,10.19,11
Sakda,04-Nov-16,10.28,11
Chai,11-Nov-16,8.72,10.7
Chai,11-Nov-16,8.87,10.5
Chai,11-Nov-16,8.96,10.5
Kannika,11-Nov-16,9.7,11
Kannika,11-Nov-16,9.84,10.9
Kannika,11-Nov-16,9.78,11
Somchair,12-Nov-16,7.47,9.2
Busarakhan,12-Nov-16,7.04,9
Tansanee,12-Nov-16,9.01,9
Boonsri,17-Nov-16,8.2,10
Kohsoom,18-Nov-16,6.6,11
Achara,19-Nov-16,10.4,12
Chai,19-Nov-16,8.58,10.9
Chai,19-Nov-16,8.56,10.4
Chai,19-Nov-16,8.62,10.4
Decha,20-Nov-16,12.1,9.1
Somchair,25-Nov-16,11.64,4.7
Busarakhan,25-Nov-16,10.94,4
Kannika,02-Dec-16,11.7,5.5
Kannika,02-Dec-16,11.68,5.5
Kannika,02-Dec-16,11.72,5.5
Sakda,02-Dec-16,11.79,6.5
Sakda,02-Dec-16,11.76,6.5
Sakda,02-Dec-16,11.82,6.5
Chai,03-Dec-16,9.95,3.5
Chai,03-Dec-16,10.38,3.3
Chai,03-Dec-16,10.01,3.3
Somchair,08-Dec-16,10.54,2.4
Busarakhan,08-Dec-16,10.61,2
Tansanee,08-Dec-16,10.66,1
Chai,09-Dec-16,10.57,5.5
Chai,09-Dec-16,10.54,5
Chai,09-Dec-16,10.5,5.5
Boonsri,10-Dec-16,11.68,7
Boonsri,10-Dec-16,11.52,7
Boonsri,10-Dec-16,11.43,7
Achara,10-Dec-16,11.5,7
Kohsoom,12-Dec-16,6.9,5
Decha,16-Dec-16,12.6,6
Somchair,17-Dec-16,11.35,2.9
Busarakhan,17-Dec-16,10.34,3
