location,sample date,Orthophosphate-phosphorus,Total phosphorus
Tansanee,13/08/2015,0,0.128
Decha,19/08/2015,0,0.119
Kannika,19/08/2015,0.018,0.055
Kannika,19/08/2015,0.017,0.053
Kannika,19/08/2015,0.017,0.055
Boonsri,20/08/2015,0.022,0.046
Boonsri,20/08/2015,0.018,0.04
Boonsri,20/08/2015,0.023,0.048
Decha,20/08/2015,0,0.137
Chai,20/08/2015,0.026,0.041
Chai,20/08/2015,0.014,0.027
Chai,20/08/2015,0.019,0.035
Sakda,20/08/2015,0.037,0.051
Sakda,20/08/2015,0.034,0.05
Sakda,20/08/2015,0.036,0.051
Somchair,21/08/2015,0.019,0.029
Busarakhan,21/08/2015,0.049,0.081
Achara,22/08/2015,0.068,0.094
Kohsoom,22/08/2015,0.4909,0.674
Decha,27/08/2015,0,0.135
Chai,04/09/2015,0.022,0.031
Chai,04/09/2015,0.022,0.037
Chai,04/09/2015,0.03,0.044
Tansanee,05/09/2015,0.07,0.238
Boonsri,09/09/2015,0.048,0.065
Boonsri,09/09/2015,0.047,0.06
Boonsri,09/09/2015,0.046,0.062
Somchair,09/09/2015,0.103,0.115
Busarakhan,09/09/2015,0.045,0.052
Boonsri,17/09/2015,0.049,0.07
Achara,18/09/2015,0.1,0.15
Decha,19/09/2015,0.03,0.072
Kohsoom,19/09/2015,0.347,0.4534
Chai,20/09/2015,0.0275,0.044
Chai,20/09/2015,0.033,0.0465
Chai,20/09/2015,0.036,0.0515
Somchair,22/09/2015,0.0575,0.06
Busarakhan,22/09/2015,0.061,0.08
Decha,24/09/2015,0.066,0.114
Kannika,24/09/2015,0.034,0.08
Kannika,24/09/2015,0.036,0.06
Kannika,24/09/2015,0.036,0.065
Sakda,25/09/2015,0.04,0.071
Sakda,25/09/2015,0.048,0.067
Sakda,25/09/2015,0.042,0.063
Somchair,08/10/2015,0.022,0.083
Busarakhan,08/10/2015,0.069,0.113
Kannika,08/10/2015,0.061,0.091
Kannika,08/10/2015,0.059,0.077
Kannika,08/10/2015,0.065,0.09
Sakda,08/10/2015,0.057,0.146
Sakda,08/10/2015,0.05,0.129
Sakda,08/10/2015,0.055,0.139
Boonsri,09/10/2015,0.045,0.09
Chai,09/10/2015,0.034,0.037
Chai,09/10/2015,0.051,0.067
Chai,09/10/2015,0.051,0.063
Decha,14/10/2015,0,0.134
Somchair,15/10/2015,0.022,0.054
Busarakhan,15/10/2015,0.048,0.082
Achara,16/10/2015,0.038,0.046
Chai,16/10/2015,0.044,0.062
Chai,16/10/2015,0.049,0.082
Chai,16/10/2015,0.043,0.057
Decha,17/10/2015,0.033,0.081
Tansanee,17/10/2015,0.096,0.154
Boonsri,21/10/2015,0.05,0.063
Boonsri,21/10/2015,0.048,0.057
Boonsri,21/10/2015,0.046,0.063
Kohsoom,24/10/2015,0.1505,0.2075
Boonsri,28/10/2015,0.039,0.05
Boonsri,28/10/2015,0.028,0.043
Boonsri,28/10/2015,0.039,0.056
Chai,07/11/2015,0.049,0.059
Chai,07/11/2015,0.096,0.113
Chai,07/11/2015,0.057,0.065
Boonsri,11/11/2015,0.037,0.054
Somchair,11/11/2015,0.013,0.037
Busarakhan,11/11/2015,0.012,0.046
Decha,14/11/2015,0.025,0.122
Tansanee,14/11/2015,0.077,0.253
Kohsoom,14/11/2015,0.2246,0.3076
Boonsri,18/11/2015,0.081,0.102
Somchair,18/11/2015,0.014,0.047
Busarakhan,18/11/2015,0.043,0.075
Kannika,19/11/2015,0.065,0.106
Kannika,19/11/2015,0.058,0.101
Kannika,19/11/2015,0.067,0.105
Sakda,19/11/2015,0.065,0.108
Sakda,19/11/2015,0.059,0.107
Sakda,19/11/2015,0.063,0.109
Decha,20/11/2015,0.016,0.086
Achara,20/11/2015,0.024,0.037
Chai,20/11/2015,0.042,0.064
Chai,20/11/2015,0.045,0.057
Chai,20/11/2015,0.059,0.072
Boonsri,26/11/2015,0.031,0.06
Boonsri,26/11/2015,0.034,0.054
Boonsri,26/11/2015,0.041,0.062
Chai,27/11/2015,0.042,0.053
Chai,27/11/2015,0.05,0.064
Chai,27/11/2015,0.074,0.078
Somchair,28/11/2015,0.01,0.017
Busarakhan,28/11/2015,0.009,0.049
Boonsri,03/12/2015,0.052,0.072
Boonsri,03/12/2015,0.043,0.061
Boonsri,03/12/2015,0.046,0.072
Tansanee,04/12/2015,0.112,0.192
Boonsri,09/12/2015,0.044,0.067
Boonsri,09/12/2015,0.041,0.055
Boonsri,09/12/2015,0.045,0.055
Somchair,09/12/2015,0.009,0.011
Busarakhan,09/12/2015,0.056,0.058
Decha,09/12/2015,0.049,0.062
Achara,09/12/2015,0.012,0.025
Chai,10/12/2015,0.051,0.062
Chai,10/12/2015,0.048,0.057
Chai,10/12/2015,0.057,0.069
Kannika,10/12/2015,0.053,0.119
Kannika,10/12/2015,0.051,0.111
Kannika,10/12/2015,0.055,0.122
Sakda,10/12/2015,0.053,0.097
Sakda,10/12/2015,0.052,0.094
Sakda,10/12/2015,0.051,0.096
Kohsoom,12/12/2015,0.2985,0.3948
Chai,17/12/2015,0.008,0.013
Chai,17/12/2015,0.033,0.038
Chai,17/12/2015,0.024,0.024
Somchair,19/12/2015,0.013,0.027
Busarakhan,19/12/2015,0.02,0.049
Boonsri,08/01/2016,0.053,0.067
Boonsri,08/01/2016,0.04,0.06
Boonsri,08/01/2016,0.041,0.06
Kannika,09/01/2016,0.064,0.089
Kannika,09/01/2016,0.061,0.079
Kannika,09/01/2016,0.059,0.083
Sakda,09/01/2016,0.054,0.072
Sakda,09/01/2016,0.045,0.076
Sakda,09/01/2016,0.046,0.071
Somchair,14/01/2016,0.031,0.048
Busarakhan,14/01/2016,0.012,0.086
Decha,14/01/2016,0.036,0.071
Achara,15/01/2016,0.016,0.037
Chai,16/01/2016,0.05,0.054
Chai,16/01/2016,0.042,0.071
Chai,16/01/2016,0.05,0.065
Decha,21/01/2016,0.03,0.157
Chai,21/01/2016,0.048,0.05
Chai,21/01/2016,0.047,0.048
Chai,21/01/2016,0.046,0.049
Boonsri,22/01/2016,0.032,0.087
Boonsri,22/01/2016,0.039,0.169
Boonsri,22/01/2016,0.037,0.144
Kohsoom,23/01/2016,0.1944,0.2646
Boonsri,06/02/2016,0.042,0.059
Somchair,06/02/2016,0.033,0.049
Busarakhan,06/02/2016,0.067,0.083
Decha,07/02/2016,0.01,0.091
Somchair,11/02/2016,0.025,0.035
Kannika,11/02/2016,0.064,0.082
Kannika,11/02/2016,0.054,0.076
Kannika,11/02/2016,0.061,0.083
Sakda,11/02/2016,0.058,0.091
Sakda,11/02/2016,0.051,0.086
Sakda,11/02/2016,0.057,0.088
Achara,12/02/2016,0.012,0.022
Chai,12/02/2016,0.039,0.059
Chai,12/02/2016,0.049,0.056
Chai,12/02/2016,0.044,0.054
Boonsri,17/02/2016,0.027,0.045
Boonsri,17/02/2016,0.027,0.052
Boonsri,17/02/2016,0.03,0.054
Tansanee,17/02/2016,0.171,0.424
Decha,18/02/2016,0.029,0.196
Kohsoom,20/02/2016,0.0894,0.1235
Chai,25/02/2016,0.039,0.045
Chai,25/02/2016,0.036,0.05
Chai,25/02/2016,0.043,0.064
Somchair,26/02/2016,0.042,0.192
Busarakhan,26/02/2016,0.028,0.164
Tansanee,26/02/2016,0.084,0.145
Chai,05/03/2016,0.049,0.059
Chai,05/03/2016,0.035,0.049
Chai,05/03/2016,0.03,0.049
Boonsri,10/03/2016,0.009,0.028
Somchair,11/03/2016,0.075,0.081
Busarakhan,11/03/2016,0.02,0.043
Kannika,11/03/2016,0.057,0.104
Kannika,11/03/2016,0.052,0.095
Kannika,11/03/2016,0.056,0.1
Sakda,11/03/2016,0.044,0.108
Sakda,11/03/2016,0.04,0.11
Sakda,11/03/2016,0.041,0.114
Achara,12/03/2016,0.011,0.029
Decha,13/03/2016,0.039,0.123
Boonsri,17/03/2016,0,0.02
Boonsri,17/03/2016,0,0.02
Boonsri,17/03/2016,0.007,0.018
Chai,17/03/2016,0.049,0.091
Chai,17/03/2016,0.042,0.084
Chai,17/03/2016,0.052,0.09
Decha,18/03/2016,0.017,0.12
Somchair,20/03/2016,0.051,0.068
Busarakhan,20/03/2016,0.017,0.022
Tansanee,20/03/2016,0.139,0.179
Kohsoom,20/03/2016,0.1983,0.2711
Chai,01/04/2016,0.01,0.074
Chai,01/04/2016,0.038,0.055
Chai,01/04/2016,0.044,0.044
Kannika,01/04/2016,0.061,0.098
Kannika,01/04/2016,0.06,0.095
Kannika,01/04/2016,0.062,0.1
Sakda,01/04/2016,0.062,0.114
Sakda,01/04/2016,0.061,0.1
Sakda,01/04/2016,0.063,0.11
Tansanee,02/04/2016,0.083,0.14
Somchair,08/04/2016,0.017,0.052
Busarakhan,08/04/2016,0.049,0.093
Decha,11/04/2016,0.022,0.157
Boonsri,15/04/2016,0.024,0.061
Decha,15/04/2016,0.024,0.222
Chai,15/04/2016,0.037,0.061
Chai,15/04/2016,0.04,0.068
Chai,15/04/2016,0.053,0.074
Achara,16/04/2016,0.068,0.12
Somchair,24/04/2016,0.074,0.17
Busarakhan,24/04/2016,0.031,0.111
Boonsri,28/04/2016,0.025,0.135
Boonsri,28/04/2016,0.028,0.169
Boonsri,28/04/2016,0.029,0.19
Kohsoom,29/04/2016,0.151,0.2068
Boonsri,07/05/2016,0.031,0.049
Chai,12/05/2016,0.056,0.068
Chai,12/05/2016,0.047,0.055
Chai,12/05/2016,0.047,0.055
Decha,13/05/2016,0.036,0.113
Achara,13/05/2016,0.03,0.071
Kannika,13/05/2016,0.026,0.143
Kannika,13/05/2016,0.026,0.14
Kannika,13/05/2016,0.024,0.147
Sakda,13/05/2016,0.032,0.137
Sakda,13/05/2016,0.03,0.133
Sakda,13/05/2016,0.031,0.136
Somchair,14/05/2016,0.061,0.104
Busarakhan,14/05/2016,0.043,0.067
Tansanee,14/05/2016,0.04,0.109
Decha,19/05/2016,0.024,0.234
Chai,20/05/2016,0.02,0.122
Chai,20/05/2016,0.048,0.105
Chai,20/05/2016,0.069,0.1
Somchair,22/05/2016,0.04,0.113
Busarakhan,26/05/2016,0.035,0.059
Boonsri,28/05/2016,0.022,0.043
Boonsri,28/05/2016,0.023,0.045
Boonsri,28/05/2016,0.022,0.05
Kohsoom,28/05/2016,0.1424,0.195
Boonsri,03/06/2016,0.027,0.037
Chai,03/06/2016,0.063,0.082
Chai,03/06/2016,0.071,0.082
Chai,03/06/2016,0.085,0.09
Kannika,03/06/2016,0.051,0.176
Kannika,03/06/2016,0.05,0.173
Kannika,03/06/2016,0.052,0.183
Achara,11/06/2016,0.037,0.043
Sakda,11/06/2016,0,0.088
Sakda,11/06/2016,0,0.087
Sakda,11/06/2016,0,0.089
Decha,12/06/2016,0.032,0.101
Tansanee,13/06/2016,0.101,0.133
Boonsri,16/06/2016,0.041,0.052
Boonsri,16/06/2016,0.033,0.048
Boonsri,16/06/2016,0.042,0.052
Somchair,16/06/2016,0.015,0.084
Busarakhan,16/06/2016,0.0503,0.121
Decha,19/06/2016,0.031,0.169
Kohsoom,19/06/2016,0.3793,0.523
Chai,23/06/2016,0.061,0.109
Chai,23/06/2016,0.046,0.129
Chai,23/06/2016,0.051,0.138
Somchair,26/06/2016,0.012,0.066
Busarakhan,26/06/2016,0.026,0.07
Kannika,01/07/2016,0.045,0.133
Kannika,01/07/2016,0.042,0.126
Kannika,01/07/2016,0.043,0.135
Boonsri,02/07/2016,0.028,0.041
Boonsri,02/07/2016,0.025,0.039
Boonsri,02/07/2016,0.031,0.038
Chai,02/07/2016,0,0.04
Chai,02/07/2016,0,0.034
Chai,02/07/2016,0,0.04
Sakda,08/07/2016,0.027,0.108
Sakda,08/07/2016,0.022,0.106
Sakda,08/07/2016,0.024,0.112
Boonsri,10/07/2016,0.016,0.078
Boonsri,10/07/2016,0.016,0.075
Boonsri,10/07/2016,0.022,0.077
Chai,10/07/2016,0.01,0.038
Chai,10/07/2016,0.009,0.034
Chai,10/07/2016,0.012,0.039
Somchair,14/07/2016,0.07,0.119
Busarakhan,14/07/2016,0.025,0.114
Achara,16/07/2016,0.044,0.061
Tansanee,16/07/2016,0.105,0.124
Decha,17/07/2016,0.051,0.413
Chai,17/07/2016,0.021,0.062
Chai,17/07/2016,0.007,0.052
Chai,17/07/2016,0,0.057
Somchair,20/07/2016,0.029,0.173
Busarakhan,20/07/2016,0.093,0.227
Boonsri,21/07/2016,0.032,0.046
Boonsri,21/07/2016,0.028,0.043
Boonsri,21/07/2016,0.033,0.049
Kohsoom,23/07/2016,0.2232,0.2581
Somchair,24/07/2016,0.096,0.124
Busarakhan,24/07/2016,0.054,0.243
Decha,24/07/2016,0.017,0.379
Boonsri,05/08/2016,0.056,0.068
Boonsri,05/08/2016,0.044,0.056
Boonsri,05/08/2016,0.052,0.062
Chai,05/08/2016,0.067,0.11
Chai,05/08/2016,0.073,0.114
Chai,05/08/2016,0.069,0.107
Kannika,07/08/2016,0.062,0.189
Kannika,07/08/2016,0.06,0.18
Kannika,07/08/2016,0.061,0.188
Somchair,11/08/2016,0.013,0.113
Busarakhan,11/08/2016,0.103,0.179
Tansanee,12/08/2016,0.061,0.159
Somchair,19/08/2016,0.0089,0.024
Busarakhan,19/08/2016,0.144,0.179
Decha,19/08/2016,0.085,0.154
Sakda,19/08/2016,0.071,0.154
Sakda,19/08/2016,0.068,0.15
Sakda,19/08/2016,0.069,0.157
Decha,20/08/2016,0.074,0.293
Achara,20/08/2016,0.025,0.062
Boonsri,21/08/2016,0.056,0.066
Boonsri,21/08/2016,0.046,0.06
Boonsri,21/08/2016,0.042,0.058
Chai,21/08/2016,0.049,0.142
Chai,21/08/2016,0.054,0.097
Chai,21/08/2016,0.05,0.108
Kohsoom,21/08/2016,0.1269,0.1721
Boonsri,27/08/2016,0.041,0.052
Boonsri,27/08/2016,0.042,0.05
Boonsri,27/08/2016,0.042,0.053
Decha,27/08/2016,0.041,0.143
Chai,03/09/2016,0.046,0.0575
Chai,03/09/2016,0.052,0.063
Chai,03/09/2016,0.056,0.073
Sakda,03/09/2016,0.051,0.123
Sakda,03/09/2016,0.053,0.118
Sakda,03/09/2016,0.056,0.121
Tansanee,04/09/2016,0.094,0.16
Boonsri,09/09/2016,0.054,0.065
Boonsri,09/09/2016,0.055,0.066
Boonsri,09/09/2016,0.057,0.069
Somchair,09/09/2016,0.011,0.042
Busarakhan,09/09/2016,0.035,0.058
Decha,12/09/2016,0.01,0.069
Achara,16/09/2016,0.051,0.061
Chai,16/09/2016,0.059,0.096
Chai,16/09/2016,0.053,0.101
Chai,16/09/2016,0.053,0.096
Kannika,16/09/2016,0.053,0.123
Kannika,16/09/2016,0.051,0.118
Kannika,16/09/2016,0.053,0.122
Somchair,17/09/2016,0.01,0.049
Busarakhan,17/09/2016,0.048,0.09
Decha,17/09/2016,0.021,0.101
Boonsri,22/09/2016,0.04,0.059
Boonsri,22/09/2016,0.037,0.054
Boonsri,22/09/2016,0.039,0.062
Kohsoom,22/09/2016,0.275,0.3756
Somchair,24/09/2016,0,0.101
Busarakhan,24/09/2016,0.039,0.079
Chai,25/09/2016,0.036,0.089
Chai,25/09/2016,0.036,0.08
Chai,25/09/2016,0.04,0.1
Sakda,01/10/2016,0.054,0.102
Sakda,01/10/2016,0.052,0.097
Sakda,01/10/2016,0.054,0.098
Kannika,02/10/2016,0.056,0.116
Kannika,02/10/2016,0.053,0.11
Kannika,02/10/2016,0.056,0.112
Boonsri,06/10/2016,0.034,0.043
Chai,08/10/2016,0.059,0.063
Chai,08/10/2016,0.063,0.071
Chai,08/10/2016,0.06,0.071
Decha,14/10/2016,0.029,0.132
Somchair,15/10/2016,0.041,0.044
Busarakhan,15/10/2016,0.04,0.08
Decha,17/10/2016,0.009,0.136
Boonsri,20/10/2016,0.053,0.082
Boonsri,20/10/2016,0.058,0.082
Boonsri,20/10/2016,0.062,0.083
Chai,20/10/2016,0.051,0.068
Chai,20/10/2016,0.044,0.044
Chai,20/10/2016,0.048,0.07
Tansanee,21/10/2016,0.194,0.273
Kohsoom,21/10/2016,0.1375,0.1863
Achara,22/10/2016,0.034,0.04
Somchair,27/10/2016,0.012,0.028
Busarakhan,27/10/2016,0.02,0.06
Sakda,04/11/2016,0.04,0.157
Sakda,04/11/2016,0.036,0.156
Sakda,04/11/2016,0.037,0.158
Boonsri,05/11/2016,0.073,0.105
Chai,11/11/2016,0.026,0.077
Chai,11/11/2016,0.054,0.082
Chai,11/11/2016,0.019,0.077
Kannika,11/11/2016,0.059,0.117
Kannika,11/11/2016,0.055,0.122
Kannika,11/11/2016,0.057,0.123
Somchair,12/11/2016,0.0199,0.056
Busarakhan,12/11/2016,0.019,0.058
Tansanee,12/11/2016,0.128,0.1519
Boonsri,17/11/2016,0.068,0.096
Decha,17/11/2016,0.033,0.197
Kohsoom,18/11/2016,0.2525,0.3405
Achara,19/11/2016,0.079,0.24
Chai,19/11/2016,0.048,0.071
Chai,19/11/2016,0.059,0.071
Chai,19/11/2016,0.049,0.075
Decha,20/11/2016,0.067,0.197
Somchair,25/11/2016,0.0199,0.048
Busarakhan,25/11/2016,0.041,0.087
Kannika,02/12/2016,0.037,0.107
Kannika,02/12/2016,0.037,0.104
Kannika,02/12/2016,0.037,0.106
Sakda,02/12/2016,0.053,0.106
Sakda,02/12/2016,0.052,0.104
Sakda,02/12/2016,0.053,0.105
Boonsri,03/12/2016,0.054,0.071
Chai,03/12/2016,0.032,0.053
Chai,03/12/2016,0.049,0.067
Chai,03/12/2016,0.047,0.063
Somchair,08/12/2016,0.026,0.031
Busarakhan,08/12/2016,0.063,0.072
Tansanee,08/12/2016,0.102,0.152
Chai,09/12/2016,0.039,0.058
Chai,09/12/2016,0.04,0.064
Chai,09/12/2016,0.042,0.065
Boonsri,10/12/2016,0.036,0.061
Boonsri,10/12/2016,0.036,0.055
Boonsri,10/12/2016,0.046,0.061
Achara,10/12/2016,0.022,0.08
Kohsoom,12/12/2016,0.0996,0.1341
Decha,16/12/2016,0.039,0.122
Somchair,17/12/2016,0,0.133
Busarakhan,17/12/2016,0.02,0.055
Decha,23/12/2016,0.026,0.12
